Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number)
"Liu, HJ; Zhang, J; Yu, H; Wei, BY; Nie, J; Li, SJ; Zhou, XC",PM-adapter: MoE based dynamic denoising fine-tuning for thermal infrared object detection,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2025.131718,Article,,WOS:001601182700003
"Kong, CQ; Luo, AW; Bao, PJ; Yu, Y; Li, HL; Zheng, ZW; Wang, SQ; Kot, AC",MoE-FFD: Mixture of Experts for Generalized and Parameter-Efficient Face Forgery Detection,2026,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,30,10.1109/TDSC.2025.3604443,Article,,WOS:001663382300007
"Zhang, EM; Dai, XY; Huang, M; Lv, YS; Miao, QH",MiniDrive: More Efficient Vision-Language Models with Multi-level 2D Features as Text Tokens for Autonomous Driving,2026,"PATTERN RECOGNITION AND COMPUTER VISION, PRCV 2025, PT XI",0,10.1007/978-981-95-5740-0_18,Proceedings Paper,,WOS:001735074700018
"Ren, JH; Xu, ZM",Multi-Scale Frequency Expert Networks via SAM2 Adaptation for Change Detection,2026,IET IMAGE PROCESSING,0,10.1049/ipr2.70399,Article,,WOS:001787466000001
"Wang, SB; Li, YF; Deng, L; Sun, GK; Dong, ML",PATrack: Infrared-visible image dynamic fusion with prompts and adapters for target tracking,2026,OPTICS AND LASER TECHNOLOGY,1,10.1016/j.optlastec.2025.114474,Article,,WOS:001645875300001
"Park, J; Park, S",Case-Based Mixture of Experts Recommendation With Federated and Reinforcement Learning for Bias Reduction,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3654561,Article,,WOS:001673800400005
"Guo, Y; Chen, H; Feng, SQ; Wang, Q; Liu, J; Song, W",Multi-modal adapter for AI-generated image detection,2026,COMPUTER VISION AND IMAGE UNDERSTANDING,0,10.1016/j.cviu.2026.104900,Article,,WOS:001853984000001
"Fang, CW; Fu, BL; Yang, T; Cheng, D",Improving face forgery detection via hierarchical mixture of experts and fine-grained visual-text alignment,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.113939,Article,,WOS:001769668800001
"Dong, CR; Zhang, T; Zhang, F; Hua, Q; Zhu, J; Zhang, Y",Hierarchical intra-inter modal adaptation for vision-language models,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.114200,Article,,WOS:001798973900001
"Zhou, RX; Qiu, PQ; Zhang, Q; Li, CT; Yang, X",Ladder-side mixture of experts adapters for bronze inscription recognition,2026,NPJ HERITAGE SCIENCE,0,10.1038/s40494-025-02294-6,Article,,WOS:001661981600003
"Kim, M; Choi, D; Cho, Y; Kim, Y; Lee, J; Lee, C; Sohn, K",ET-BERT with Adapter Fusion: Operating-Regime Analysis of Modular Continual Adaptation for Encrypted Traffic Classification,2026,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,0,10.32604/cmes.2026.084041,Article,,WOS:001840302600001
"Wang, SB; Li, YF; Deng, L; Sun, GK; Dong, ML; Zhu, LQ",HATrack: Cross-modal fusion RGBT tracking with heterogeneous adapter,2026,EXPERT SYSTEMS WITH APPLICATIONS,1,10.1016/j.eswa.2026.132426,Article,,WOS:001750831000001
"Bhooi, PS; Abrol, V",AdaSpeech: Multiresolution modality adaptation for ASR in Hindi,2026,SPEECH COMMUNICATION,0,10.1016/j.specom.2026.103465,Article,,WOS:001854249800001
"Zhao, WL; Zhang, YH; Gao, S; He, G",Spectral Feature Gating Adapter for Hyperspectral Object Tracking,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3665644,Article,,WOS:001711131800003
"Li, ML; Ye, P; Zhang, L; Bai, BZ; Chen, T",ADAPTER-X: A general parameter-efficient fine-tuning framework for 2D and 3D vision,2026,NEUROCOMPUTING,0,10.1016/j.neucom.2026.133113,Article,,WOS:001705948400001
"Li, HC; Liu, GX; Wang, XX; Liang, BH; Luo, YL",PEFT-BoA: Parameter-Efficient Fine-Tuning with Bag-of-Adapters for Multi-Modal Object Re-identification,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 8",0,,Proceedings Paper,,WOS:001768059500024
"Jiang, HW; Huang, XY; Lu, Y; Wang, DJ; Cao, YH; Sha, CF; Chen, BH; Chen, KY; Peng, X",ExpertAD: Enhancing Autonomous Driving Systems with Mixture of Experts,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 7",0,,Proceedings Paper,,WOS:001767397700042
"Zhang, YT; Chen, LJ; Liu, BH; Zhao, Q",M2FNet: A Multimodal Multistage Fusion Fine-Tuning Framework for African Water Segmentation,2026,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0,10.1109/TGRS.2026.3715853,Article,,WOS:001837829400001
"Xue, H; Zhu, H; Ran, ZD; Tang, XL; Qi, GQ; Zhu, ZQ; Kuok, SC; Leung, H",Feature Fusion and Enhancement for Lightweight Visible-Thermal Infrared Tracking via Multiple Adapters,2026,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,11,10.1109/TCSVT.2025.3595632,Article,,WOS:001676219100001
"Yang, S; Chen, S; Liu, YX; Zhang, TH",Distortion-Aware Routing and Parameter-Shared MoE for Multispectral Remote Sensing Super-Resolution,2026,SENSORS,0,10.3390/s26072186,Article,,WOS:001738858400001
"Zhang, BY; Pan, J; Yang, S; Gu, LC",Adapt-then-fuse: Instance feature adaptation for multi-modal test-time adaptation,2026,KNOWLEDGE-BASED SYSTEMS,0,10.1016/j.knosys.2026.116427,Article,,WOS:001801217400002
"Zhang, Y; Wang, Q; Bai, RH; Li, H",EAR-Net: Edge-Guided Adapter-Enhanced Recursive Fusion Network for Small-Object Detection in Remote Sensing Imagery,2026,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,0,10.1109/LGRS.2026.3693693,Article,,WOS:001783560900008
"Noh, Y; Lee, S; Jin, S; Chang, Y; Won, DO; Lee, M; Noh, W",Lightweight SwiM-UNet with multi-dimensional adaptor for efficient on-device medical image segmentation,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-35771-4,Article,,WOS:001688946000015
"Mo, SC; Cai, M; Lin, LF; Tong, RF; Wang, F; Chen, QQ; Li, YH; Hu, HJ; Chen, YW",MHG-Adapter: A parameter-efficient multimodal hypergraph adapter for text-driven medical image segmentation☆,2026,DISPLAYS,0,10.1016/j.displa.2025.103330,Article,,WOS:001656219100001
"Shukla, S; Sriram, A; Narayanaswamy, MK; Jain, H",qa-FLoRA: Data-free query-adaptive Fusion of LoRAs for LLMs,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 39",0,,Proceedings Paper,,WOS:001769447300037
"Yang, LX; Zhang, RY; Wang, YC; Xie, XH",MMA plus plus : Effective Multi-Modal Adaptation for Vision-Language Models,2026,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,0,10.1109/TPAMI.2026.3691448,Article,,WOS:001843530100013
"Wang, YJ; Zhao, YP; Wang, BC",Interpretable and sensor-position-informed flow monitoring in supersonic inlets via wavelet-enhanced mixture of experts,2026,FLOW MEASUREMENT AND INSTRUMENTATION,0,10.1016/j.flowmeasinst.2026.103494,Article,,WOS:001826656000002
"Yen, HY; Fang, WH; Chen, YT",DANCE: A Lightweight Dynamic Adapter Network for Real-Time Traffic Accident Anticipation,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3698180,Article,,WOS:001786002300023
"Chang, A; Chen, YB; Liu, K; Zhao, J",Legal-AP: A Framework to Enhance LLM's Legal Reasoning via Knowledge Augmentation and Adapter-Wise Parametric Fusion,2026,"DATABASE SYSTEMS FOR ADVANCED APPLICATIONS, DASFAA 2026, PT III",0,10.1007/978-981-92-0369-7_20,Proceedings Paper,,WOS:001793755400020
"Wu, KL; Peng, B; Zhai, DH",Spatiotemporal Context-Aware Prompting With Low-Rank Dynamic Routing for Exemplar-Free Video Class-Incremental Learning,2026,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,0,10.1109/TNNLS.2026.3698473,Article; Early Access,,WOS:001792477800001
"Wang, Z; Wang, K; Lib, J; Sun, X; Xud, N; You, ZH",GeoMoE: Geometry-Driven prompts with adaptive Mixture-of-Experts for remote sensing image semantic segmentation,2027,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.133600,Article,,WOS:001827485100001
"Li, Z; Mak, MW; Pilanci, M; Lee, HY; Gan, CX; Sheng, JB; Meng, HL",Toward a Unified Perspective on Parameter-Efficient Fine Tuning for Speaker Verification,2026,IEEE TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,0,10.1109/TASLPRO.2026.3682068,Article,,WOS:001748470200003
"Liu, S; Chu, YZ; Zhang, Z; Xiao, BH",Cloud-Type Classification Using Vision-Language Model With Cloud Multimodal Adapter,2026,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0,10.1109/TGRS.2026.3691532,Article,,WOS:001767268600007
"Gao, YS; Zhu, ZX; Wang, SS",Mixture of coarse and fine-grained prompt tuning for vision-language model,2026,PATTERN RECOGNITION,3,10.1016/j.patcog.2025.112074,Article,,WOS:001528801600001
"Niu, LH; Wang, PM; Guo, MY; Gao, Z",Adversarial robustness of multi-source data fusion on data text classification supported by information technology,2026,EGYPTIAN INFORMATICS JOURNAL,0,10.1016/j.eij.2026.100963,Article,,WOS:001748417200001
"Xu, BY; Hou, RC; Ren, TW; Zhou, DM; Wu, GS; Cao, JD",Learning frequency and memory-aware prompts for multi-modal object tracking,2026,PATTERN RECOGNITION,4,10.1016/j.patcog.2026.113532,Article,,WOS:001728346700001
"Zhu, ZR; Feng, L; Zhao, QL",Depth-selective LoRA: Augmenting mixture-of-recursions with sparse low-rank adaptation,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.132390,Article,,WOS:001747668100001
"Lu, XB; Ma, T; Li, YH; Zhu, ZQ; Xuan, ZB; Yu, L; Yu, BH",DLR-CLIP: dual-level refinement for few-shot vision-language adaptation,2026,MULTIMEDIA SYSTEMS,0,10.1007/s00530-026-02360-4,Article,,WOS:001758553200016
"Wu, YH; Li, X; Zhang, JL; Zuo, HR; Li, H; Tan, T",Dynamic Expansion Mixture-of-Experts with Pre-Trained Vision Transformer for Few-Shot Class-Incremental Remote Sensing Scene Classification,2026,REMOTE SENSING,0,10.3390/rs18081145,Article,,WOS:001750627200001
"Xinyuan, C; Ismail, S; Bakar, NWA",A Confidence-Aware Ensemble Drug-Target Interactions Prediction Model With Efficient Adapters,2026,APPLIED RESEARCH,0,10.1002/appl.70079,Article,,WOS:001707462900001
"Chen, Q; Zhang, DH; Chen, YM; Zhang, SY; Sun, Y; Reis, F; Li, LM; Yuan, L; Jin, HJ; Qiu, W",StrDiSeg: Adapter-Enhanced DINOv3 for Automated Ischemic Stroke Lesion Segmentation,2026,BIOENGINEERING-BASEL,2,10.3390/bioengineering13020133,Article,,WOS:001700619200001
"Dong, YJ; Li, HY; Tao, RX; Liao, SR; Dong, XF; Liu, X; Yu, PF; Zhou, H",CoReTrack: Consensus-residual fusion for reliability-aware RGBT tracking,2026,EXPERT SYSTEMS WITH APPLICATIONS,1,10.1016/j.eswa.2026.132081,Article,,WOS:001724347100001
"Jin, D; Yuan, YC; Tao, XM",Magnitude-Modulated Equivariant Adapter for Parameter-Efficient Fine-Tuning of Equivariant Graph Neural Networks,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 1",0,,Proceedings Paper,,WOS:001767350800056
"Li, HW; Liu, DL; Hou, ZH; Ma, ZL; Su, F; Zhao, ZC",Modality and Task Adaptation for Enhanced Zero shot Composed Image Retrieval,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 8",0,,Proceedings Paper,,WOS:001768059500021
"Liu, YC; Wei, W; Zhang, QH; Li, P; Ma, T",A scalable framework for efficient multi-task learning via task-adaptive feature fusion,2026,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,0,10.1016/j.engappai.2026.115717,Article,,WOS:001827897900001
"Qiao, L; Wang, HW; Sugiura, K; Liu, KR; Hu, JL",MMtuning: An Advanced Multi-adapter Framework for Efficient Multimodal Large Language Models Fine-Tuning,2026,"KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT, KSEM 2025, PT III",0,10.1007/978-981-95-3055-7_5,Proceedings Paper,,WOS:001717867900005
"Gu, JY; Huang, SC; Li, T; Zhang, SB; Li, MX",Gated subspace alignment with drift compensation for parameter-efficient Class-Incremental Learning,2026,PLOS ONE,0,10.1371/journal.pone.0348270,Article,,WOS:001759110700041
"Bao, XC; Feng, JZ; Huo, YR; Qiu, HX; Yu, HR; Ren, SY; Ren, JD",Controlled subspace fusion for language model continual learning,2026,INFORMATION FUSION,0,10.1016/j.inffus.2026.104184,Article,,WOS:001680181100001
"Ko, BC",Sensing the Action: Rethinking Sensor Modalities and Multi-Modal Fusion in Vision-Language-Action Models for Robotic Manipulation,2026,SENSORS,0,10.3390/s26113541,Review,,WOS:001790262000001
"Gong, YZ; Yu, SY; Shen, LQ; Xiao, JM",CoMasTRe plus : Unleashing Disentangled Continual Segmentation With Mixture of Continual Adapters,2026,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,1,10.1109/TCSVT.2026.3662383,Article,,WOS:001786007100013
"Fan, MM; Wang, XP; Fu, MC; Yang, YQ; Guo, YH; Lan, X",An Improved RODNet for Object Detection Based on Radar and Camera Fusion,2026,SENSORS,1,10.3390/s26020373,Article,,WOS:001671394400001
"Lei, JJ; Hu, DY; Wang, Y",MTF-CLIP: Efficient multimodal action recognition framework exploring multi-criteria token fusion,2026,IMAGE AND VISION COMPUTING,0,10.1016/j.imavis.2026.106046,Article,,WOS:001787120400001
"Wang, XY; Li, S; Zhao, N; Zhou, XF; Jia, DN",Industrial Time-Series Prediction via Adversarial Fusion and MMD-Guided Adaptation,2026,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,0,10.1109/TASE.2026.3693738,Article,,WOS:001779875700017
"Liu, SY; Wang, ZK; Zheng, HL; Hu, YF; Wang, XL; Yang, QK; Wu, JB; Guo, H; Deng, L",ISTASTrack: Bridging ANN and SNN via ISTA Adapter for RGB-Event Tracking,2026,IEEE TRANSACTIONS ON IMAGE PROCESSING,0,10.1109/TIP.2026.3694138,Article,,WOS:001779882600002
"Liu, YH; Fu, YN; Li, CY; Zhang, ZX; Cao, JF",A Joint Spectral-Spatial Adapter for Domain Generalization in High-Resolution Remote Sensing Image Segmentation,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3703898,Article,,WOS:001828086600048
"Gao, YF; Fu, B; Shi, L; Pang, HB; Shi, YC; Zhang, YM",FDPAdapter : Adapting segment anything in challenging vision tasks via frequency-domain priors,2026,COMPUTER VISION AND IMAGE UNDERSTANDING,0,10.1016/j.cviu.2026.104784,Article,,WOS:001758353400001
"Cui, FX; Tashi, D; Tso, Y; Tashi, N",Multi-type Tibetan Ancient Book Text Line Recognition Based on Adapter Fine-Tuning,2026,"DOCUMENT ANALYSIS AND RECOGNITION - ICDAR 2025 WORKSHOPS, PT II",0,10.1007/978-3-032-09371-4_19,Proceedings Paper,,WOS:001684253400019
"Feng, JF; Liu, JX",Enhancing cross-cultural humor detection with theory-informed adapters,2026,ENTERTAINMENT COMPUTING,0,10.1016/j.entcom.2026.101179,Article,,WOS:001820829800001
"Du, GL; Wang, HZ; Xu, XT; Yan, Y; Li, XL",TCFF-Adapter: Text-Driven Adaption of CLIP for Few-Shot Image Classification,2026,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,2,10.1109/TCSVT.2025.3602826,Article,,WOS:001687411500036
"Li, HC; Zheng, JP; Miao, SX; Lu, RB; Cai, GS; Fu, HH; Huang, JX",Parameter-efficient multimodal adaptation of vision foundation models for remote sensing semantic segmentation,2026,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,0,10.1016/j.jag.2026.105520,Article,,WOS:001863473000001
"Zhang, KF; Xu, L; Wang, T; Cao, H; Yang, L; Nie, QQ; Yu, HS",Multi-scale feature fusion with flotation-aware feature pyramid network for accurate prediction of ash contents of industrial products,2026,MINERALS ENGINEERING,1,10.1016/j.mineng.2025.110025,Article,,WOS:001648149800001
"Binzagr, F; Hariri, M",Foundation-Model-Driven Skin Lesion Segmentation and Classification Using SAM-Adapters and Vision Transformers,2026,DIAGNOSTICS,2,10.3390/diagnostics16030468,Article,,WOS:001689976500001
"Wu, JS; Zhang, LZ; Zhang, FY; Wu, Y; Jie, B; Li, HC; Du, J",MambaCOD: Cross-Modal Mamba Fusion Network with Adapter Tuning for RGB-D Camouflaged Object Detection,2026,"PATTERN RECOGNITION AND COMPUTER VISION, PRCV 2025, PT XVI",0,10.1007/978-981-95-5755-4_36,Proceedings Paper,,WOS:001735076800036
"Feng, ZW; Yang, BY; Deng, BS",SAM-assisted multimodal collaborative enhancement for remote sensing image segmentation,2026,INFORMATION FUSION,0,10.1016/j.inffus.2026.104432,Article,,WOS:001777150800001
"Xue, B; Yu, Q; Ding, K; Jiang, MX; Wang, Y; Xiang, SM; Pan, CH",WS-R-IR Adapter: A Multimodal RGB-Infrared Remote Sensing Framework for Water Surface Object Detection,2026,REMOTE SENSING,0,10.3390/rs18081220,Article,,WOS:001750580900001
"Liu, X; Li, HY; Sheng, V; Ma, YJ; Liang, XG; Wang, GB",Scale-Aware Attention and Multi-Modal Prompt Learning With Fusion Adapter for RGBT Tracking,2026,IEEE TRANSACTIONS ON MULTIMEDIA,13,10.1109/TMM.2025.3623526,Article,,WOS:001658631000025
"Lin, J; Zhou, XF; Liu, JY; Cong, RM; Zhang, GD; Liu, Z; Zhang, JY",SAM-DAQ: Segment Anything Model with Depth-guided Adaptive Queries for RGB-D Video Salient Object Detection,2026,"FORTIETH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, AAAI-26, VOL 40 NO 9",0,,Proceedings Paper,,WOS:001768061200016
"Yang, ZY; Song, X; Zhao, M; Chen, J; Richard, C; Cohen, I",FASS: Discrete Fourier Transform Adapters for Speech Separation With Incremental Learning,2026,IEEE TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,0,10.1109/TASLPRO.2026.3700032,Article,,WOS:001792287000002
"Cheng, Y; Wang, CL",EAT-Former: An Exposure-Aware Time-Series Foundation Model for Reliable Extreme Environmental Event Prediction,2026,IEEE ACCESS,0,10.1109/ACCESS.2026.3725033,Article,,WOS:001865878900047
"Chen, K; Zhao, SY; Wang, YY; Bi, MH; Hu, M",Prior-guided frequency-domain adaptation for pixel-level water-ice classification in remote sensing imagery,2026,INTERNATIONAL JOURNAL OF REMOTE SENSING,0,10.1080/01431161.2026.2722344,Article; Early Access,,WOS:001863904800001
"Chen, HY; Ren, B; Luo, AX; Yan, YZ; Meng, KP; Zhang, GM; Guo, YW; Wang, Y",A mechanically informed transfer learning method for cross-capacity state-of-charge estimation of lithium-ion batteries,2026,JOURNAL OF ENERGY STORAGE,0,10.1016/j.est.2026.124457,Article,,WOS:001868418700004
"Li, CY; Zhu, R; Zhao, H; Li, XF; Zhang, XL",ATDFusion: Adapter-Tuned Dual-Branch Network for multimodal medical image fusion,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.113848,Article,,WOS:001759151600001
"Qiu, YZ; Zhang, B; Zhu, HH; Min, CR; Liu, HF; Zhang, TX; Yang, L; Lin, HF",Dynamic Knowledge-Aware LLM for Adverse Drug Reaction Entity Recognition,2026,"BIOINFORMATICS RESEARCH AND APPLICATIONS, ISBRA 2025, PT II",1,10.1007/978-981-95-0695-8_28,Proceedings Paper,,WOS:001564575200028
"Yang, SR; Li, MY; Liao, JA; Wang, JM; Zhao, DK; Li, ZY; Wang, ZF","Predictive-SHM: An open-source, extensible software toolkit for multi-sensor structural health monitoring and time-series prediction",2026,SOFTWAREX,0,10.1016/j.softx.2026.102732,Article,,WOS:001788872000001
"Lin, ZW; Zheng, WC; Wang, YT",Multi-representation Adapter with Neural Architecture Search for Efficient Range-Doppler Radar Object Detection,2026,"ARTIFICIAL NEURAL NETWORKS AND MACHINE LEARNING-ICANN 2025, PT II",0,10.1007/978-3-032-04546-1_12,Proceedings Paper,,WOS:001676486400012
"Dan, QT; Zhang, HQ; Wang, LF",RobustMMD: Towards Robust Multi-modal 3D Detection via Efficient Multi-level Adapter and Spatial Denoiser,2026,"SEVENTEENTH INTERNATIONAL CONFERENCE ON GRAPHICS AND IMAGE PROCESSING, ICGIP 2025",0,10.1117/12.3094825,Proceedings Paper,,WOS:001724418900053
"He, FL; Lv, ZY; Shi, C; Li, JK; Benediktsson, JA",Frequency-aware cosine similarity alignment network in remote sensing semantic segmentation,2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.133054,Article,,WOS:001794854600001
"Bralina, S; Yazici, A; Guan, CT; Lee, MH","Adaptive bottleneck transformer for multimodal EEG, audio, and vision fusion",2026,EXPERT SYSTEMS WITH APPLICATIONS,0,10.1016/j.eswa.2026.131487,Article,,WOS:001689707600001
"Liu, Z; Tian, D",Weighted multi-scale and wavelet-enhanced Segment Anything Model for salient object detection,2026,PLOS ONE,0,10.1371/journal.pone.0355742,Article,,WOS:001847404300018
"Moskalenko, VV; Moskalenko, AS; Moskalenko, YV; Vatsenko, AV","RESOURCE-EFFICIENT, ROBUST, AND ADAPTIVE OBJECT DETECTION IN UAV IMAGERY",2026,RADIO ELECTRONICS COMPUTER SCIENCE CONTROL,0,10.15588/1607-3274-2026-2-8,Article,,WOS:001817620800008
"Li, PF; Li, XH; Fan, ZD",CMCLTrack: Reliability-Modulated Cross-Modal Adapter and Cross-Layer Mamba Fusion for RGB-T Tracking,2026,ELECTRONICS,0,10.3390/electronics15050989,Article,,WOS:001713489800001
"Nguyen, H; Le, J; Nguyen, C; Le, T; Vu, TT",LAPEFT: A Lexicon-Enhanced Approach to Parameter-Efficient Fine-Tuning for Financial News Sentiment Classification,2026,"AI 2025: ADVANCES IN ARTIFICIAL INTELLIGENCE, PT I",0,10.1007/978-981-95-4969-6_8,Proceedings Paper,,WOS:001717110300008
"Fu, WX; Xu, X; Huang, YH; Li, XT; Xia, XW; Zhang, YL",FusionDiff: a dual-path diffusion-based framework for few-shot authenticity analysis of ceramic microstructures,2026,SCIENTIFIC REPORTS,0,10.1038/s41598-026-57035-x,Article,,WOS:001862977200016
"Xiang, ZL; Zhou, CH; Xue, Y",VGen-adapter: A vision generalization adapter for stable diffusion 3,2026,NEUROCOMPUTING,1,10.1016/j.neucom.2025.131948,Article,,WOS:001610502300003
"Boros, E",A Study of Temporal Fusion Strategies for Named Entity Recognition in Historical Texts,2026,"NEW TRENDS IN THEORY AND PRACTICE OF DIGITAL LIBRARIES, TPDL 2025",0,10.1007/978-3-032-06136-2_2,Proceedings Paper,,WOS:001604714800002
"Park, DH; Baek, M; Bae, SH",Gated side adapters with memory-efficient fine tuning for RGB-T tracking,2026,ICT EXPRESS,0,10.1016/j.icte.2026.02.004,Article,,WOS:001716531100001
"Du, J; Xing, WW; Li, M; Yu, FR",VSE-MOT: Multi-object tracking in low-quality video scenes guided by visual semantic enhancement,2026,PATTERN RECOGNITION,0,10.1016/j.patcog.2026.114038,Article,,WOS:001788496900001
"Wang, FF; Zhang, BJ; Xu, K",Adapter-Enhanced SAR-Optical Joint Segmentation With Primary Modality Regularization and Sparse Attention Adjustment,2026,PHOTOGRAMMETRIC RECORD,0,10.1111/phor.70053,Article,,WOS:001769146200001
